구,행정동,설치장소,경도,위도
은평구,신사1동,서울특별시 은평구 증산로379,126.9129405,37.59019932
은평구,신사1동,서울특별시 은평구 증산로379,126.9129405,37.59019932
은평구,신사1동,서울특별시 은평구 은평로16,126.9102324,37.59732857
은평구,신사2동,서울특별시 은평구 가좌로11가길7,126.9069997,37.59691127
은평구,신사2동,서울특별시 은평구 가좌로11가길12,126.9065741,37.59736686
은평구,신사2동,서울특별시 은평구 가좌로11가길32-7,126.9043575,37.59716612
은평구,신사2동,서울특별시 은평구 가좌로11가길18-1,126.9058854,37.59722533
은평구,신사2동,서울특별시 은평구 은평터널로9가길5,126.9061064,37.59449725
은평구,신사2동,서울특별시 은평구 은평터널로9가길14,126.9060401,37.5951634
은평구,신사2동,서울특별시 은평구 은평터널로13길25,126.9061735,37.59533583
은평구,신사2동,서울특별시 은평구 은평터널로13길18,126.9069623,37.59559542
은평구,신사2동,서울특별시 은평구 은평터널로187-8,126.9081969,37.5955798
은평구,신사2동,서울특별시 은평구 은평터널로175,126.9080886,37.59446152
은평구,신사2동,서울특별시 은평구 은평터널로173-8,126.9075789,37.59447483
은평구,신사2동,서울특별시 은평구 은평터널로169-8,126.9074242,37.5942121
은평구,신사2동,서울특별시 은평구 은평터널로9길11-2,126.906396,37.59405843
은평구,신사2동,서울특별시 은평구 은평터널로178,126.908484,37.59452825
은평구,신사2동,서울특별시 은평구 은평터널로182-25,126.9102118,37.59485054
은평구,신사2동,서울특별시 은평구 은평터널로182-51,126.9094943,37.59435737
은평구,신사2동,서울특별시 은평구 가좌로305-5,126.9100739,37.59499344
은평구,신사2동,서울특별시 은평구 은평터널로188,126.9088245,37.59525222
은평구,신사2동,서울특별시 은평구 은평터널로192-7,126.909297,37.59546382
은평구,신사2동,서울특별시 은평구 가좌로309-8,126.9097278,37.59543175
은평구,신사2동,서울특별시 은평구 가좌로305-5,126.9100739,37.59499344
은평구,신사2동,서울특별시 은평구 가좌로289,126.9120148,37.59390305
은평구,신사2동,서울특별시 은평구 은평터널로7길7-5,126.9054502,37.59213948
은평구,신사2동,서울특별시 은평구 은평터널로7가길2,126.9036374,37.59221278
은평구,신사2동,서울특별시 은평구 은평터널로7가길22-4,126.9027104,37.59210506
은평구,신사2동,서울특별시 은평구 은평터널로7길35,126.9025478,37.59238287
은평구,신사2동,서울특별시 은평구 은평터널로7길41,126.9018085,37.59261027
은평구,신사2동,서울특별시 은평구 은평터널로7가길14-6,126.9026532,37.59214958
은평구,신사2동,서울특별시 은평구 은평터널로5길22-4,126.9033399,37.59165138
은평구,신사2동,서울특별시 은평구 은평터널로5길9-2,126.9045754,37.59156372
은평구,신사2동,서울특별시 은평구 은평터널로7길7-26,126.9044451,37.59195897
은평구,신사2동,서울특별시 은평구 은평터널로7길7-20,126.9046829,37.59195217
은평구,신사2동,서울특별시 은평구 은평터널로143,126.905963,37.59191897
은평구,신사2동,서울특별시 은평구 은평터널로127-6,126.9048105,37.59097122
은평구,신사2동,서울특별시 은평구 은평터널로123,126.9047936,37.59058362
은평구,신사2동,서울특별시 은평구 은평터널로128-1,126.9051776,37.59065025
은평구,신사2동,서울특별시 은평구 은평터널로15길7-2067-6,126.9166336,37.60649687
은평구,신사2동,서울특별시 은평구 증산로17길45-1,126.9083632,37.59116628
은평구,신사2동,서울특별시 은평구 증산로17길47-11,126.9079694,37.59099145
은평구,신사2동,서울특별시 은평구 증산로17길37-4,126.9089123,37.59078391
은평구,신사2동,서울특별시 은평구 증산로15길26-19,126.9106548,37.59008817
은평구,신사2동,서울특별시 은평구 증산로29-11,126.9121359,37.59024597
은평구,신사2동,서울특별시 은평구 증산로38-2,126.9121359,37.59024597
은평구,신사2동,서울특별시 은평구 증산로17길10,126.9122898,37.59056275
은평구,신사2동,서울특별시 은평구 증산로17길6-22,126.9105665,37.59070906
은평구,신사2동,서울특별시 은평구 증산로17가길4,126.912175,37.59066982
은평구,신사2동,서울특별시 은평구 증산로17가길10,126.9123715,37.59117621
은평구,신사2동,서울특별시 은평구 증산로395-14,126.9130417,37.59180409
은평구,신사2동,서울특별시 은평구 증산로401-16,126.9127753,37.59221611
은평구,신사2동,서울특별시 은평구 증산로17길15,126.9114221,37.59027544
은평구,증산동,서울특별시 은평구 증산로13길16,126.9110748,37.58846117
은평구,증산동,서울특별시 은평구 증산로13길22,126.9104777,37.58825743
은평구,증산동,서울특별시 은평구 증산로13길25,126.9099918,37.58818988
은평구,증산동,서울특별시 은평구 증산로11길34,126.9090517,37.58743335
은평구,증산동,서울특별시 은평구 증산로13길33-1,126.9094189,37.58787824
은평구,증산동,서울특별시 은평구 증산로11길22,126.9103921,37.58791425
은평구,증산동,서울특별시 은평구 증산로11길17,126.9105678,37.58751041
은평구,증산동,서울특별시 은평구 증산서길139,126.9110703,37.5872177
은평구,증산동,서울특별시 은평구 증산서길125-97,126.9090902,37.58634345
은평구,증산동,서울특별시 은평구 증산서길125-69,126.9095963,37.58658239
은평구,증산동,서울특별시 은평구 증산서길125-115,126.9092644,37.58682261
은평구,증산동,서울특별시 은평구 증산로13길44,126.908462,37.58749999
은평구,증산동,서울특별시 은평구 증산로13가길31,126.9081003,37.58822648
은평구,증산동,서울특별시 은평구 증산로9길32-28,126.9077337,37.58619577
은평구,증산동,서울특별시 은평구 증산로9길32,126.9075507,37.58632022
은평구,증산동,서울특별시 은평구 증산로9길32-33,126.9077932,37.58677298
은평구,증산동,서울특별시 은평구 증산로9길20-14,126.9090347,37.58627086
은평구,증산동,서울특별시 은평구 증산로9길19,126.9084316,37.58569764
은평구,증산동,서울특별시 은평구 증산서길143,126.9112704,37.58747183
은평구,증산동,서울특별시 은평구 증산로5길5-19,126.9067769,37.58193404
은평구,증산동,서울특별시 은평구 증산로3길8-16,126.9060632,37.58118859
은평구,증산동,서울특별시 은평구 증산로서길64-14,126.9166336,37.60649687
은평구,증산동,서울특별시 은평구 증산로5길5,126.9073577,37.58248003
은평구,증산동,서울특별시 은평구 증산로7길7-20,126.9076533,37.58316755
은평구,증산동,서울특별시 은평구 증산로7길12-9,126.9080866,37.5845141
은평구,증산동,서울특별시 은평구 증산로7길10-13,126.9086875,37.58445658
은평구,증산동,서울특별시 은평구 증산로9길6-8,126.9077337,37.58619577
은평구,증산동,서울특별시 은평구 증산로서길130-1,126.9166336,37.60649687
은평구,증산동,서울특별시 은평구 증산로서길128-1,126.9166336,37.60649687
은평구,증산동,서울특별시 은평구 증산로13길1,126.9124111,37.58767155
은평구,증산동,서울특별시 은평구 증산로1길7-14,126.9029297,37.57869071
은평구,증산동,서울특별시 은평구 증산로269,126.9072292,37.58197427
은평구,증산동,서울특별시 은평구 증산로7길6-18,126.9090871,37.584226
은평구,증산동,서울특별시 은평구 증산로서길14-11,126.9166336,37.60649687
은평구,증산동,서울특별시 은평구 증산로3길8-19,126.9058888,37.58150234
은평구,증산동,서울특별시 은평구 증산로5길11-7,126.9067896,37.58261895
은평구,증산동,서울특별시 은평구 증산로11길29,126.909536,37.58760902
은평구,증산동,서울특별시 은평구 증산로13길44,126.908462,37.58749999
은평구,증산동,서울특별시 은평구 증산서길35,126.9085969,37.58523063
은평구,증산동,서울특별시 은평구 증산서길125-97,126.9090902,37.58634345
은평구,증산동,서울특별시 은평구 증산로9길19,126.9084316,37.58569764
은평구,증산동,서울특별시 은평구 증산로9길31,126.9074171,37.58616581
은평구,증산동,서울특별시 은평구 증산로5길36-11,126.9055884,37.58501359
은평구,증산동,서울특별시 은평구 증산로5길37,126.9048462,37.58466432
은평구,증산동,서울특별시 은평구 증산로5길38,126.9051277,37.58477505
은평구,증산동,서울특별시 은평구 증산서길79,126.9062377,37.58396539
은평구,증산동,서울특별시 은평구 증산서길79,126.9062377,37.58396539
은평구,증산동,서울특별시 은평구 증산로7길28-13,126.9069632,37.58545881
은평구,증산동,서울특별시 은평구 증산서길103,126.907996,37.58528815
은평구,증산동,서울특별시 은평구 증산로7길21,126.9070451,37.58450447
은평구,증산동,서울특별시 은평구 증산로5길25,126.9058315,37.58387153
은평구,증산동,서울특별시 은평구 증산서길63-12,126.9048617,37.58283537
은평구,증산동,서울특별시 은평구 증산로5길27-19,126.9051589,37.58341478
은평구,증산동,서울특별시 은평구 증산로5길27-17,126.9053496,37.58353368
은평구,증산동,서울특별시 은평구 증산로5길19,126.9061316,37.58347785
은평구,증산동,서울특별시 은평구 증산로5길11,126.9068772,37.58281798
은평구,수색동,서울특별시 은평구 수색동411-3,126.8906993,37.58579382
은평구,수색동,서울특별시 은평구 수색로22길10,126.8895368,37.58630551
은평구,수색동,서울특별시 은평구 수색동317-6,126.8888204,37.58651502
은평구,수색동,서울특별시 은평구 수색로22나길10-10,126.8888024,37.58696537
은평구,수색동,서울특별시 은평구 수색동317-1,126.8885183,37.5862689
은평구,수색동,서울특별시 은평구 수색로346-9,126.8876653,37.58728805
은평구,대조동,서울특별시 은평구 진흥로13가길17,126.926837,37.61050946
은평구,대조동,서울특별시 은평구 진흥로13가길23,126.9274462,37.61067718
은평구,대조동,서울특별시 은평구 통일로69길34-16,126.926772,37.61109454
